"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"13",80000000,145771527,"Lilo & Stitch","A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",9.107016,1991,"2002-06-21","Released"
"14",165000000,471222889,"Wreck-It Ralph","Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",13.744491,5646,"2012-11-01","Released"
"15",140000000,109578115,"Treasure Planet","When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",12.251105,1331,"2002-11-26","Released"
"16",100000000,169327687,"The Emperor's New Groove","Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",12.31832,2200,"2000-12-09","Released"
"17",85000000,252712101,"Hercules","Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",12.021611,2561,"1997-06-26","Released"
"18",100000000,0,"Brother Bear","When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",9.895219,1943,"2003-10-23","Released"
"19",55000000,346079773,"Pocahontas","History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",10.883616,2113,"1995-06-14","Released"
"20",150000000,169332978,"Meet the Robinsons","In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.",9.644917,1033,"2007-03-23","Released"
"21",50000000,219788712,"Planes","Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",8.323059,684,"2013-08-09","Released"
"22",127500000,354248063,"Dinosaur","An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.",8.969447,778,"2000-05-19","Released"
"23",30000000,14460000,"Winnie the Pooh","During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",5.49298,333,"2011-04-13","Released"
"24",0,0,"Frozen Fever","On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.",9.480638,820,"2015-03-09","Released"
"25",0,0,"Tangled Ever After","The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",7.479262,496,"2012-01-13","Released"
"26",0,0,"Feast","This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.",8.404965,495,"2014-11-07","Released"
"27",0,0,"Paperman","An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.",7.574449,900,"2012-11-02","Released"
"28",0,0,"Get a Horse!","Mickey, Minnie, Horace Horsecollar, and Clarabelle Cow go on a musical wagon ride until Peg-Leg Pete tries to run them off the road.",5.821743,101,"2013-11-27","Released"
"29",0,0,"Gone Fishing","Gone Fishing is an animated short featuring the characters of Disney's 2016 animated film Moana. On Motunui, Maui tries to catch a fish with his magical fishhook, only to be comically foiled by the ocean.",4.355907,2,"2017-02-21","Released"
"30",150000000,643331111,"Moana","In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",5.593593,4861,"2016-11-23","Released"
"31",0,0,"Ralph Breaks the Internet: Wreck-It Ralph 2","Taking place six years following the events of the first film, the story will center on Ralph's adventures in the Internet data space when a Wi-Fi router gets plugged into the arcade as he must find a replacement part to fix Sugar Rush.",2.63177,0,"2018-11-20","In Production"
"32",NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA,NA,NA
"36",37931000,47431461,"The Rescuers Down Under","A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",1.373129,413,"1990-11-16","Released"
"37",0,0,"Tick Tock Tale","Amidst an old London clock shop, a small, quirky mantle clock comes to the aide of the store's more expensive clocks when a thief breaks in and threatens to steal them away.",1.789655,33,"2010-06-10","Released"
"38",0,0,"The Little Mermaid II: Return to the Sea","Set several years after the first film, Ariel and Prince Eric are happily married with a daughter, Melody. In order to protect Melody from the Sea Witch, Morgana, they have not told her about her mermaid heritage. Melody is curious and ventures into the sea, where she meets new friends. But will she become a pawn in Morgana's quest to take control of the ocean from King Triton?",1.555489,491,"2000-01-23","Released"
"39",0,0,"Star Wars Rebels: Heroes of Mandalore","Sabine leads Ezra, Kanan and an army of her fellow Mandalorians back to her home world to rescue her father from the clutches of the Empire. When she discovers that the Empire has resurrected a devastating weapon she created and plans to use it against her people, she must decide whether to destroy it or use it herself.",0.211503,3,"2017-10-16","Released"
"40",0,0,"Ventana","Ventana is a group film project created by the 2017 Summer Interns under the mentorship of a group of Walt Disney Animation mentors.",0.214585,0,"2017-10-19","Released"
"41",0,0,"Untitled Disney Animation Project","",0.100787,0,"2021-11-21","Planned"
"42",0,0,"American Dog","Henry the dog stars in his own show where he's a secret agent. While filming an episode, one of the stunts go wrong and Henry blacks out. Next thing he knows he's on a train in the Nevada desert, 2000 miles away from home. Henry must make some new friends, including a one-eyed cat and a giant, radioactive rabbit.",0.04735,0,"","Canceled"
"43",0,0,"Untitled Disney Animation Project","Plot unknown.",0.034965,0,"2020-11-25","Planned"
"44",0,0,"Glago's Guest","""Glago's Guest"" follows the intriguing and thought-provoking story of a lonely Russian soldier stationed in a remote Siberian outpost. When the soldier's solitude is interrupted one day by the arrival of a strange new ""guest"" named Lars, Glago is jolted out of his uneventful daily routine. Soon, though, he comes to realize that things are not always what they appear to be.",0.005921,0,"2008-06-10","Released"
